Unnamed: 0,TARGET,CODENAME,REAL NAME,GENDER,RELATIONSHIP STATUS,ALIGNMENT,HEIGHT,WEIGHT,EYECOLOR,HAIRCOLOR,IDENTIFIES AS,BIRTHPLACE,CITIZENSHIP,EDUCATION,EXPERIENCE,INTELLIGENCE,STRENGTH,SPEED,DURABILITY,ENERGY,FIGHTING,PROFILE PIC,FAVORITE HANGOUTS,DETAILED FILE,POWERS URL
974,Ulysses Archer,US Archer,Ulysses Solomon Archer,Male ,Married,Good ,73,200.0,Blue ,Blond,Heterosexual,"Newark, New Jersey",American,College degree,Truck stop owner; Truck driver,4,2,9,3,3,4,https://static.wikia.nocookie.net/marveldatabase/images/f/f6/Ulysses_Archer_%28Earth-616%29_from_Marvel_Legacy_The_1980s_Handbook_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/295?cb=20201101055725,Star Stop,https://marvel.fandom.com/wiki/Ulysses_Archer_(Earth-616),https://marvel.fandom.com/wiki/Ulysses_Archer_(Earth-616)#Powers_and_Abilities
975,Thomas Corsi,Tom Corsi,Thomas Corsi,Male ,Single,Good ,71,175.0,Brown ,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,"Teacher of Physical Education, former Cop, bus driver, security guard, caretaker, soldier",2,4,2,2,1,3,https://static.wikia.nocookie.net/marveldatabase/images/8/8c/Thomas_Corsi_%28Earth-616%29_from_X-Men_Earth%27s_Mutant_Heroes_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/191?cb=20161123222257,"formerly Massachusetts Academy; Xavier Institute, Salem Center, North Salem, Westchester County, New York; Our Mother of the Sacred Heart School",https://marvel.fandom.com/wiki/Thomas_Corsi_(Earth-616),https://marvel.fandom.com/wiki/Thomas_Corsi_(Earth-616)#Powers_and_Abilities
976,Prism ,Prism,Robbie  ,Male ,Single,Bad ,70,260.0,White ,Bald,Heterosexual,"Newark, New Jersey","American, Krakoan",Homeschooled,"Adventurer; former assassin, mercenary",2,2,2,3,4,4,https://static.wikia.nocookie.net/marveldatabase/images/4/4d/Prism_%28Earth-616%29_from_Astonishing_X-Men_Vol_3_49.png/revision/latest/scale-to-width-down/273?cb=20141103235359,"Krakoa, Pacific Ocean",https://marvel.fandom.com/wiki/Prism_(Robbie)_(Earth-616),https://marvel.fandom.com/wiki/Prism_(Robbie)_(Earth-616)#Powers_and_Abilities
977,Samuel John LaRoquette,Rock,Samuel John LaRoquette,Male ,Single,Bad ,71,100.0,Brown ,Brown,Heterosexual,"Newark, New Jersey",American,College education,"Former servant of the Leader, college professor, employee of Argo Industries, civilian adviser to S.H.I.E.L.D.",3,4,3,5,1,3,https://static.wikia.nocookie.net/marveldatabase/images/f/f9/Samuel_John_LaRoquette_%28Earth-616%29_from_Incredible_Hulk_Vol_1_343_0001.jpg/revision/latest/scale-to-width-down/254?cb=20201012011706,"Freehold, formerly Gamma Base",https://marvel.fandom.com/wiki/Samuel_John_LaRoquette_(Earth-616),https://marvel.fandom.com/wiki/Samuel_John_LaRoquette_(Earth-616)#Powers_and_Abilities
978,Felix Alvarez,Felix Ricardo Alvarez,Felix Ricardo Alvarez,Male ,Single,Good ,72,175.0,Brown ,Brown,Heterosexual,"Newark, New Jersey",American,JD in law,Legal counsel ,3,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/1/1a/Felix_Alvarez_%28Earth-616%29_from_Iron_Manual_Mark_3_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/231?cb=20160610164922,Stark Enterpirses,https://marvel.fandom.com/wiki/Felix_Alvarez_(Earth-616),https://marvel.fandom.com/wiki/Felix_Alvarez_(Earth-616)#Powers_and_Abilities
979,Malcolm McBride,Carrion,Malcolm McBride,Male ,Single,Bad ,70,175.0,Yellow ,Bald,Heterosexual,New York City,American,Grad student,"Empire State University Science Graduate Student, Ravencroft Inmate",5,4,9,4,2,2,https://static.wikia.nocookie.net/marveldatabase/images/8/8c/Malcolm_McBride_%28Earth-616%29_from_Spectacular_Spider-Man_Vol_1_149_001.jpg/revision/latest/scale-to-width-down/238?cb=20100722024627,New York,https://marvel.fandom.com/wiki/Malcolm_McBride_(Earth-616),https://marvel.fandom.com/wiki/Malcolm_McBride_(Earth-616)#Powers_and_Abilities
980,Roderick Campbell,Dr. Rory Campbell,"Dr. Roderick ""Rory"" Campbell",Male ,Single,Neutral ,73,166.0,Brown ,Brown,Heterosexual,"Newark, New Jersey",American,Homeschooled,"Terrorist; former psychologist, geneticist",3,4,2,3,3,4,https://static.wikia.nocookie.net/marveldatabase/images/1/1d/Roderick_Campbell_%28Earth-616%29_from_X-Men_Vol_2_96_001.jpg/revision/latest/scale-to-width-down/350?cb=20200131004422,Mobile,https://marvel.fandom.com/wiki/Roderick_Campbell_(Earth-616),https://marvel.fandom.com/wiki/Roderick_Campbell_(Earth-616)#Powers_and_Abilities
981,Devlor,Devlor,Devlor,Male ,Single,Good ,66,140.0,Green ,Brown,Heterosexual,Attilan,Attilan,Homeschooled,"Adventurer, student",2,5,2,3,1,2,https://static.wikia.nocookie.net/marveldatabase/images/8/8a/Devlor_%28Earth-616%29_0002.jpg/revision/latest/scale-to-width-down/350?cb=20140225012849,Attilan,https://marvel.fandom.com/wiki/Devlor_(Earth-616),https://marvel.fandom.com/wiki/Devlor_(Earth-616)#Powers_and_Abilities
982,Samuel Paru00e9,Squid-Boy,Samuel Luc Paré,Male ,Single,Good ,59,97.0,Black ,Bald,Heterosexual,"Vancouver, Canada",Canadian,Xavier's School for Gifted Youngsters,Formerly student,2,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/2/26/Samuel_Pare_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_410.png/revision/latest/scale-to-width-down/301?cb=20131109174621,Xavier's School for Gifted Youngsters,https://marvel.fandom.com/wiki/Samuel_Par%C3%A9_(Earth-616),https://marvel.fandom.com/wiki/Samuel_Par%C3%A9_(Earth-616)#Powers_and_Abilities
983,Deborah Fields,Debrii,Deborah Fields,Female ,Single,Good ,66,120.0,Brown ,Brown,Heterosexual,New York City,American,Homeschooled,Adventurer; Former TV Star; Crime-fighter,2,2,2,2,3,2,https://static.wikia.nocookie.net/marveldatabase/images/4/4e/New_Warriors_Vol_3_4_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20160418003612,New Warriors Winnebago,https://marvel.fandom.com/wiki/Deborah_Fields_(Earth-616),https://marvel.fandom.com/wiki/Deborah_Fields_(Earth-616)#Powers_and_Abilities
984,Bob ,Bob,Bob Dobalina,Male ,Divorced,Neutral ,68,175.0,Brown ,Brown,Heterosexual,"Newark, New Jersey",American,Homeschooled,"Mercenary, janitor; former pirate, terrorist, amateur botanist",2,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/0/04/Bob_Dobalina_%28Earth-616%29_from_Deadpool_Vol_4_7_0002.jpg/revision/latest/scale-to-width-down/350?cb=20090207131750,Mobile,https://marvel.fandom.com/wiki/Bob_(Hydra_Agent)_(Earth-616),https://marvel.fandom.com/wiki/Bob_(Hydra_Agent)_(Earth-616)#Powers_and_Abilities
985,Fat Cobra,Fat Cobra,Unknown,Male ,Single,Good ,79,652.0,Brown ,Black,Heterosexual,Peng Lai,"Peng Lai, Chinese",Homeschooled,"Fighter, Actor, Teacher, Government Agent, Spy, former Military, Crimelord",2,4,10,6,3,5,https://static.wikia.nocookie.net/marveldatabase/images/8/8d/Fat_Cobra_%28Earth-616%29_from_Wolverine_Vol_4_18.jpg/revision/latest/scale-to-width-down/350?cb=20151002081757,Peng Lai Island,https://marvel.fandom.com/wiki/Fat_Cobra_(Earth-616),https://marvel.fandom.com/wiki/Fat_Cobra_(Earth-616)#Powers_and_Abilities
986,Ai Apaec,Spider-Man,Ai Apaec,Male ,Single,Bad ,94,1729.0,White ,Grey,Heterosexual,"Brazil, South America",Hunan Pacha,Homeschooled,God of SkyFormerlyprisoner,2,4,2,6,1,4,https://static.wikia.nocookie.net/marveldatabase/images/c/c9/Dark_Avengers_Vol_1_188_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20130121215533,"New York City, New York",https://marvel.fandom.com/wiki/Ai_Apaec_(Earth-616),https://marvel.fandom.com/wiki/Ai_Apaec_(Earth-616)#Powers_and_Abilities
987,Kevin Connor,Starbrand,Kevin Kale Connor,Male ,Single,Good ,70,140.0,Blue ,Blond,Heterosexual,"Newark, New Jersey",American,some college level courses,Adventurer; student,2,2,2,3,7,1,https://static.wikia.nocookie.net/marveldatabase/images/3/3e/Avengers_Vol_5_34.2_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20141021185217,"New York City, New York",https://marvel.fandom.com/wiki/Kevin_Connor_(Earth-616),https://marvel.fandom.com/wiki/Kevin_Connor_(Earth-616)#Powers_and_Abilities
988,Jack Frost,Jack Frost,Unknown,Male ,Single,Good ,71,172.0,White ,Blue,Heterosexual,"Newark, New Jersey",American,Homeschooled,"Protector, adventurer, revered as a god, Former vigilante",2,2,3,3,5,2,https://static.wikia.nocookie.net/marveldatabase/images/7/75/Jack_Frost_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_4_8_0001.jpg/revision/latest/scale-to-width-down/224?cb=20200414231313,"Arctic, formerly the United States",https://marvel.fandom.com/wiki/Jack_Frost_(Earth-616),https://marvel.fandom.com/wiki/Jack_Frost_(Earth-616)#Powers_and_Abilities
989,Hippolyta,Hippolyta,Hippolyta ,Female ,Single,Neutral ,74,200.0,Blue ,Blond,Heterosexual,River Tanais ,Olympian,Extensively trained in combat arts by Ares,"Vassal of Pluto, former queen of the Amazons",2,11,3,6,1,6,https://static.wikia.nocookie.net/marveldatabase/images/8/87/Fearless_Defenders_Vol_1_3_Jimenez_Variant_Textless.jpg/revision/latest/scale-to-width-down/324?cb=20130107230742,Hades,https://marvel.fandom.com/wiki/Hippolyta_(Earth-616),https://marvel.fandom.com/wiki/Hippolyta_(Earth-616)#Powers_and_Abilities
990,Prester John ,Prester John,Johann,Male ,Single,Neutral ,73,210.0,Blue ,Red,Heterosexual,"Pentoxere, Asia",Pentoxere,Homeschooled,"Warrior, teacher, traveler, explorer; former would-be conqueror, king, priest, knight",3,3,3,3,6,6,https://static.wikia.nocookie.net/marveldatabase/images/b/bd/Prester_John_%28Johann%29_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_8_0001.jpg/revision/latest/scale-to-width-down/258?cb=20170414134628,Mobile,https://marvel.fandom.com/wiki/Prester_John_(Johann)_(Earth-616),https://marvel.fandom.com/wiki/Prester_John_(Johann)_(Earth-616)#Powers_and_Abilities
991,Gaza,Gaza,Gaza,Male ,Single,Bad ,81,290.0,White ,Black,Heterosexual,"Newark, New Jersey",Savage Lander,Homeschooled,Adventurer,2,2,2,2,3,2,https://static.wikia.nocookie.net/marveldatabase/images/4/4d/Gaza_%28Earth-616%29_from_X-Treme_X-Men_Savage_Land_Vol_1_3_0001.jpg/revision/latest/scale-to-width-down/280?cb=20070910164621,Savage Land,https://marvel.fandom.com/wiki/Gaza_(Earth-616),https://marvel.fandom.com/wiki/Gaza_(Earth-616)#Powers_and_Abilities
992,Anton Miguel Rodriquez,Tarantula,Anton Miguel Rodriquez,Male ,Single,Bad ,73,185.0,Brown ,Black,Heterosexual,"Santa Maria, Delvadia, South America",Delvadian,Homeschooled,"Professional criminal; former smuggler, government operative, revolutionary terrorist",3,7,2,5,1,4,https://static.wikia.nocookie.net/marveldatabase/images/1/1c/Anton_Miguel_Rodriguez_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_A-Z_Update_Vol_1_2_0001.jpg/revision/latest/scale-to-width-down/281?cb=20140311010138,"New York City, New York",https://marvel.fandom.com/wiki/Anton_Miguel_Rodriquez_(Earth-616),https://marvel.fandom.com/wiki/Anton_Miguel_Rodriquez_(Earth-616)#Powers_and_Abilities
993,Doctor Sun,Doctor Sun,Sun ,Male ,Single,Bad ,43,3.5,MultiColored,Bald,Heterosexual,"Beijing, China, People's Republic of China",Chinese,Multiple masters degrees and PhD's,"Scientist, would-be conqueror",6,4,10,5,6,2,https://static.wikia.nocookie.net/marveldatabase/images/4/42/Doctor_Sun_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_2_17_001.jpg/revision/latest/scale-to-width-down/249?cb=20210131010244,"Baxter Building, New York City",https://marvel.fandom.com/wiki/Doctor_Sun_(Earth-616),https://marvel.fandom.com/wiki/Doctor_Sun_(Earth-616)#Powers_and_Abilities
994,Kevin MacTaggert,Proteus,Kevin MacTaggert,Male ,Single,Bad ,71,100.0,White ,Bald,Heterosexual,Somewhere in Scotland,"Scottish, British, Krakoan",Homeschooled,Former Mass-Murderer,4,2,3,7,7,2,https://static.wikia.nocookie.net/marveldatabase/images/2/24/X-Men_Legacy_Vol_1_233_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20100123174953,"Krakoa, Pacific Ocean",https://marvel.fandom.com/wiki/Kevin_MacTaggert_(Earth-616),https://marvel.fandom.com/wiki/Kevin_MacTaggert_(Earth-616)#Powers_and_Abilities
995,Marian Pouncy,Poundcakes,Marian Pouncy,Female ,Single,Bad ,72,210.0,Blue ,Brown,Heterosexual,"Garden City, New Jersey",American,Homeschooled,"Bodyguard, wrestler; former criminal",2,4,3,3,1,6,https://static.wikia.nocookie.net/marveldatabase/images/4/44/Marian_Pouncy_%28Earth-616%29_001.jpg/revision/latest/scale-to-width-down/350?cb=20101214203907,New York City,https://marvel.fandom.com/wiki/Marian_Pouncy_(Earth-616),https://marvel.fandom.com/wiki/Marian_Pouncy_(Earth-616)#Powers_and_Abilities
996,Reptyl,Reptyl Prime,Reptyl,Male ,Single,Bad ,80,990.0,Yellow ,MultiColored,Heterosexual,Unidentified planet in the Coalsack Nebula,American,Homeschooled,"Progenitor of reptilian evolutionFormerlyspace pirate, Skrull privateer, servant of Thanos",3,11,10,11,6,6,https://static.wikia.nocookie.net/marveldatabase/images/d/de/Reptyl_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_A-Z_Vol_1_9_0001.jpg/revision/latest/scale-to-width-down/350?cb=20170401040400,Mobile,https://marvel.fandom.com/wiki/Reptyl_(Earth-616),https://marvel.fandom.com/wiki/Reptyl_(Earth-616)#Powers_and_Abilities
997,Edith Sawyer,U-Go Girl,Edith Constance Sawyer,Female ,Single,Good ,67,135.0,Green ,Red,Heterosexual,An unnamed small town,American,Some acting school,"Former adventurer, criminal, waitress, student",2,2,9,2,3,3,https://static.wikia.nocookie.net/marveldatabase/images/4/48/X-Statix_Vol_1_10_Textless.jpg/revision/latest/scale-to-width-down/323?cb=20130122215802,"X-Force Building, Santa Monica, Los Angeles",https://marvel.fandom.com/wiki/Edith_Sawyer_(Earth-616),https://marvel.fandom.com/wiki/Edith_Sawyer_(Earth-616)#Powers_and_Abilities
998,Esme Cuckoo,Esme Cuckoo,Esme Cuckoo,Female ,Single,Bad ,66,105.0,Blue ,Blond,Heterosexual,"The World, England","American, Krakoan",High School level courses at Xavier's Institute,Student; former terrorist,3,6,2,8,5,2,https://static.wikia.nocookie.net/marveldatabase/images/2/23/Esme_Cuckoo_%28Earth-616%29_from_Cable_Vol_4_2_001.jpg/revision/latest/scale-to-width-down/350?cb=20200731231930,"Krakoa, Pacific Ocean",https://marvel.fandom.com/wiki/Esme_Cuckoo_(Earth-616),https://marvel.fandom.com/wiki/Esme_Cuckoo_(Earth-616)#Powers_and_Abilities
999,Ezekiel Sims,Ezekiel Sims,Ezekiel Sims,Male ,Single,Neutral ,72,180.0,Blue ,Grey,Heterosexual,"Newark, New Jersey",American,College educated ,Businessman,3,4,3,3,1,4,https://static.wikia.nocookie.net/marveldatabase/images/d/da/Ezekiel_Sims_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_A-Z_Vol_1_4_001.png/revision/latest/scale-to-width-down/346?cb=20200829170123,"Manhattan, New York City",https://marvel.fandom.com/wiki/Ezekiel_Sims_(Earth-616),https://marvel.fandom.com/wiki/Ezekiel_Sims_(Earth-616)#Powers_and_Abilities
1000,Sidney Green,Onyxx,Sidney Green ,Male ,Single,Neutral,83,375.0,Multiple ,Bald,Heterosexual,New Jersey,"American, Krakoan",Various high school level courses at Xavier Institute,Student,2,4,2,3,1,2,https://static.wikia.nocookie.net/marveldatabase/images/9/9a/Sidney_Green_%28Earth-616%29_from_X-Men_Earth%27s_Mutant_Heroes_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/313?cb=20161123234139,"Krakoa, Pacific Ocean; formerly, Utopia; Graymalkin Industries; Xavier Institute",https://marvel.fandom.com/wiki/Sidney_Green_(Earth-616),https://marvel.fandom.com/wiki/Sidney_Green_(Earth-616)#Powers_and_Abilities
1001,Michael van Patrick ,Scarlet Spider,Michael van Patrick,Male ,Single,Good ,71,173.0,Blue ,Brown,Heterosexual,"Blitzschlag Lab, Camp Hammond, Stamford, Connecticut",American,Homeschooled,Adventurer,2,3,2,5,4,4,https://static.wikia.nocookie.net/marveldatabase/images/6/63/Michael_van_Patrick_%28Patrick%29_%28Earth-616%29_from_Fear_Itself_Youth_in_Revolt_Vol_1_5_.jpg/revision/latest/scale-to-width-down/314?cb=20121127235843,"New York City, New York",https://marvel.fandom.com/wiki/Michael_van_Patrick_(Patrick)_(Earth-616),https://marvel.fandom.com/wiki/Michael_van_Patrick_(Patrick)_(Earth-616)#Powers_and_Abilities
1002,Faiza Hussain,Excalibur,Dr. Faiza Hussain,Female ,Single,Good ,68,134.0,Brown ,Black,Heterosexual,"London, England, United Kingdom","British, English",M.D.,"Adventurer, medical doctor",3,2,2,2,3,3,https://static.wikia.nocookie.net/marveldatabase/images/a/a3/Faiza_Hussain_%28Earth-616%29_from_Valkyrie_Jane_Foster_Vol_1_7_001.jpg/revision/latest/scale-to-width-down/289?cb=20200326000233,"London, England, United Kingdom",https://marvel.fandom.com/wiki/Faiza_Hussain_(Earth-616),https://marvel.fandom.com/wiki/Faiza_Hussain_(Earth-616)#Powers_and_Abilities
1003,Dionysus Acratophorus,Dionysus,Dionysus Acratophorus ,Male ,Widowed,Good ,68,620.0,Blue ,Brown,Heterosexual,"Mount Pramnos, Doliche ",Olympian,Educated by the Hyades and the satyr Silenus,Olympian god of wine; former bar owner,3,5,9,6,4,3,https://static.wikia.nocookie.net/marveldatabase/images/4/4a/Dionysus_Acratophorus_%28Earth-616%29_from_Thor_Blood_Oath_Vol_1_4_001.jpg/revision/latest/scale-to-width-down/179?cb=20171124190310,"City of Olympus, Olympian Realm, formerly Dion's Bar, New York City, USA, Earth",https://marvel.fandom.com/wiki/Dionysus_Acratophorus_(Earth-616),https://marvel.fandom.com/wiki/Dionysus_Acratophorus_(Earth-616)#Powers_and_Abilities
1004,Xemnu,Hulk,Xemnu,Male ,Single,Bad ,132,1100.0,Red ,White,Heterosexual,"Newark, New Jersey",American,Homeschooled,"Would-be world conqueror and re-populator, criminal extraterrestrial, formerly television star and carnival attraction",4,6,9,6,6,3,https://static.wikia.nocookie.net/marveldatabase/images/a/a7/Immortal_Hulk_Vol_1_30_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20200202052805,"Earth, formerly mobile inside Kree galaxy",https://marvel.fandom.com/wiki/Xemnu_(Earth-616),https://marvel.fandom.com/wiki/Xemnu_(Earth-616)#Powers_and_Abilities
1005,Gary Gilbert,Firebrand,Gary Gilbert,Male ,Single,Bad ,74,220.0,Brown ,Brown,Heterosexual,"Detroit, Michigan",American,"BS in physics, training program at Stark Industries","Business Agent for Criminals, former Terrorist",3,4,2,2,5,4,https://static.wikia.nocookie.net/marveldatabase/images/1/16/Gary_Gilbert_%28Earth-616%29_from_Iron_Manual_Mark_3_Vol_1_1_0001.png/revision/latest/scale-to-width-down/325?cb=20170409034718,Mobile,https://marvel.fandom.com/wiki/Gary_Gilbert_(Earth-616),https://marvel.fandom.com/wiki/Gary_Gilbert_(Earth-616)#Powers_and_Abilities
1006,Isaiah Curwen,Silver Dagger,Isaiah Curwen,Male ,Single,Bad ,72,220.0,Blue ,White,Heterosexual,"Newark, New Jersey",American,Homeschooled,"Magician, Former Cardinal of the Catholic Church, weapon of God against Satan",4,2,2,2,6,3,https://static.wikia.nocookie.net/marveldatabase/images/4/49/Isaiah_Curwen_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_10_0001.jpg/revision/latest/scale-to-width-down/254?cb=20170414165517,"New York City, New York",https://marvel.fandom.com/wiki/Isaiah_Curwen_(Earth-616),https://marvel.fandom.com/wiki/Isaiah_Curwen_(Earth-616)#Powers_and_Abilities
1007,James Scully,Skull the Slayer,"James ""Jim"" Patrick Scully",Male ,Divorced,Good ,74,200.0,Brown ,Red,Heterosexual,"Wahoo, Nebraska",American,USAF Academy graduate,"Adventurer; Former Lieutenant in U.S. Air Force, pilot, bodyguard, lifeguard",2,4,2,5,1,4,https://static.wikia.nocookie.net/marveldatabase/images/a/a6/James_Scully_%28Earth-616%29_0001.jpg/revision/latest/scale-to-width-down/350?cb=20110925172225,Mobile,https://marvel.fandom.com/wiki/James_Scully_(Earth-616),https://marvel.fandom.com/wiki/James_Scully_(Earth-616)#Powers_and_Abilities
1008,Moses Magnum,Moses Magnum,Moses Magnum,Male ,Single,Bad ,69,159.0,Brown ,Black,Heterosexual,"Addis Ababa, Ethiopia",Ethiopian,Homeschooled,"Terrorist, arms dealer, president of Magnum Munitions; former ruler of Canaan",4,4,2,3,5,4,https://static.wikia.nocookie.net/marveldatabase/images/8/88/Moses_Magnum_%28Earth-616%29_from_Shuri_Vol_1_5_001.jpg/revision/latest/scale-to-width-down/310?cb=20200706021521,"Mobile, formerly Ethiopia, Africa, Canaan, Africa",https://marvel.fandom.com/wiki/Moses_Magnum_(Earth-616),https://marvel.fandom.com/wiki/Moses_Magnum_(Earth-616)#Powers_and_Abilities
1009,Janus Tepes,Janus,Janus Tepes,Male ,Single,Good ,72,215.0,Red ,Black,Heterosexual,"Cambridge, Massachusetts",American,Grade school; tutored by the vampire Claw sect's Adept,Lieutenant/advisor to Dracula; former agent of Heaven ,3,4,10,6,9,4,https://static.wikia.nocookie.net/marveldatabase/images/d/db/Janus_Tepes_%28Earth-616%29_from_Vampires_The_Marvel_Undead_Vol_1_1_001.png/revision/latest/scale-to-width-down/275?cb=20170429164510,"New York City, New York",https://marvel.fandom.com/wiki/Janus_Tepes_(Earth-616),https://marvel.fandom.com/wiki/Janus_Tepes_(Earth-616)#Powers_and_Abilities
